interaction_id,sender_id,receiver_id,channel,interaction_date,response_time_hours,sentiment_raw
INT00000339,EMP00602,EMP00619,email,2024-01-09,0.8793913092395292,0.9742733945246258
INT00000340,EMP00944,EMP00588,email,2024-05-25,0.31313118647750265,0.11396724199835828
INT00000341,EMP00434,EMP00458,meeting,2024-08-12,,-0.6032893681366032
INT00000342,EMP00851,EMP00822,meeting,2024-01-19,,-0.2659627234524564
INT00000343,EMP00099,EMP00696,email,2024-02-14,4.57457961788286,-0.4295660945908547
INT00000344,EMP00781,EMP00786,slack,2024-11-15,,-0.3413345703154671
INT00000345,EMP00047,EMP00857,email,2024-06-03,1.4306910658154621,0.11603737378524222
INT00000346,EMP00118,EMP00101,slack,2024-07-31,,-0.10824156834369969
INT00000347,EMP00962,EMP00995,meeting,2024-04-15,,0.02906607401064598
INT00000348,EMP00678,EMP00624,jira_comment,2024-10-17,,0.32553893975063686
INT00000349,EMP00815,EMP00925,slack,2024-05-09,,0.6394863102769187
INT00000350,EMP00639,EMP00200,slack,2024-02-04,,0.10059980692452618
INT00000351,EMP00098,EMP00428,slack,2024-08-10,,0.14053703556042463
INT00000352,EMP00980,EMP00948,email,2024-10-08,0.660967476571621,0.2093575113978407
INT00000353,EMP00935,EMP00989,email,2024-12-01,1.5253527404993301,0.4685262436840454
INT00000354,EMP00712,EMP00718,meeting,2024-05-07,,0.17438426825556247
INT00000355,EMP00842,EMP00365,email,2024-05-11,0.9457630808986256,-0.3145847094090898
INT00000356,EMP00750,EMP00751,email,2024-11-19,0.852649808097863,-0.03973044945742332
INT00000357,EMP00800,EMP00801,email,2024-05-04,6.085913849222698,0.14242584200216324
INT00000358,EMP00959,EMP00864,slack,2024-07-13,,-0.03603148951057783
INT00000359,EMP00062,EMP00129,meeting,2024-11-01,,-0.5827209211165256
INT00000360,EMP00812,EMP00791,jira_comment,2024-02-21,,0.13797901308330807
INT00000361,EMP00679,EMP00683,email,2024-04-16,0.6668863730022094,-0.31930584893552105
INT00000362,EMP00212,EMP00204,email,2024-12-27,0.2127113137966638,-0.18215906465036494
INT00000363,EMP00735,EMP00546,slack,2024-05-29,,0.0907502457747447
INT00000364,EMP00883,EMP00926,slack,2024-09-17,,0.374387216196054
INT00000365,EMP00168,EMP00094,meeting,2024-10-12,,-0.01658995432004544
INT00000366,EMP00261,EMP00325,email,2024-11-03,2.9881312651769,-0.1323955568786189
INT00000367,EMP00882,EMP00073,email,2024-10-01,12.139236362028592,-0.08568396577740894
INT00000368,EMP00217,EMP00260,email,2024-07-26,2.4380109336818356,0.6129831862036212
INT00000369,EMP00446,EMP00431,email,2024-04-29,13.984841558551128,-0.08902475307670082
INT00000370,EMP00694,EMP00736,slack,2024-06-12,,-0.2650155255159221
INT00000371,EMP00997,EMP00946,slack,2024-10-08,,0.006703330022717294
INT00000372,EMP00238,EMP00203,slack,2024-10-04,,0.6118275274382917
INT00000373,EMP00083,EMP00696,slack,2024-12-16,,-0.23642931380517648
INT00000374,EMP00529,EMP00113,slack,2024-01-27,,-0.6309126989741967
INT00000375,EMP00515,EMP00546,slack,2024-12-19,,-0.37760390067243654
INT00000376,EMP00963,EMP00960,email,2024-03-20,0.005523803384815198,0.18215271949253686
INT00000377,EMP00367,EMP00804,email,2024-03-19,0.8132531229026393,-0.06904142762752086
INT00000378,EMP00570,EMP00566,email,2024-08-16,4.127852948759263,-0.022894678510400557
INT00000379,EMP00290,EMP00322,jira_comment,2024-12-10,,0.11190805797926856
INT00000380,EMP00501,EMP00339,email,2024-12-30,3.2137049777256945,0.09786494346144528
INT00000381,EMP00683,EMP00617,jira_comment,2024-01-04,,0.24519468818545812
INT00000382,EMP00991,EMP00980,meeting,2024-11-09,,0.4665185998652779
INT00000383,EMP00380,EMP00600,email,2024-12-08,12.59134073010692,-0.16283297726838727
INT00000384,EMP00440,EMP00645,email,2024-10-18,2.002207754762786,0.2243848855080109
INT00000385,EMP00081,EMP00113,slack,2024-05-30,,0.5434836807148178
INT00000386,EMP00409,EMP00404,email,2024-04-30,0.32424074505786943,-0.349211951028361
INT00000387,EMP00986,EMP00961,meeting,2024-12-25,,-0.015365033005375006
INT00000388,EMP00554,EMP00556,slack,2024-03-05,,0.010198627674483401
INT00000389,EMP00688,EMP00597,slack,2024-10-20,,0.41312301931614837
INT00000390,EMP00022,EMP00105,slack,2024-08-09,,-0.22538318673087146
INT00000391,EMP00383,EMP00062,meeting,2024-02-16,,0.037290323191774
INT00000392,EMP00012,EMP00470,email,2024-07-19,0.883265952892351,-0.0685419630576769
INT00000393,EMP00141,EMP00146,jira_comment,2024-11-14,,0.3189486367046589
INT00000394,EMP00495,EMP00537,email,2024-05-11,0.6042682071499778,0.5266319049770669
INT00000395,EMP00483,EMP00446,slack,2024-07-17,,-0.21906791883041524
INT00000396,EMP00645,EMP00470,slack,2024-10-22,,0.4073538026280069
INT00000397,EMP00865,EMP00894,email,2024-03-06,3.3400180549569076,-0.36530582370441644
INT00000398,EMP00043,EMP00017,meeting,2024-03-05,,-0.06637172169213412
INT00000399,EMP00436,EMP00172,email,2024-04-20,19.245290907951052,0.10971103021810917
INT00000400,EMP00925,EMP00666,meeting,2024-12-20,,-0.13413003639333534
INT00000401,EMP00192,EMP00110,meeting,2024-01-23,,-0.8142897696058262
INT00000402,EMP00614,EMP00655,email,2024-07-27,13.49262722909563,-0.2281211185150012
INT00000403,EMP00703,EMP00686,slack,2024-09-20,,-0.25771859913273
INT00000404,EMP00510,EMP00123,slack,2024-09-24,,0.3197283429288515
INT00000405,EMP00377,EMP00373,jira_comment,2024-07-09,,-0.30502973543792633
INT00000406,EMP00735,EMP00618,meeting,2024-05-18,,-0.10318225520278335
INT00000407,EMP00590,EMP00634,email,2024-02-04,3.5823575384165234,-0.013902941254451906
INT00000408,EMP00693,EMP00731,email,2024-09-03,1.2554096774840016,0.7002889304770461
INT00000409,EMP00755,EMP00773,email,2024-01-10,2.2429062132582667,-0.20735867387390192
INT00000410,EMP00846,EMP00844,slack,2024-12-13,,-0.07581549199266757
INT00000411,EMP00354,EMP00473,email,2024-04-08,2.0767374595337804,0.2455281605491338
INT00000412,EMP00153,EMP00091,slack,2024-02-21,,0.3389632091559991
INT00000413,EMP00542,EMP00521,email,2024-09-07,2.139077078700054,0.3309570679166064
INT00000414,EMP00615,EMP00632,email,2024-01-06,5.0309674132360165,0.15118752356193785
INT00000415,EMP00765,EMP00775,slack,2024-03-15,,0.013037315357539062
INT00000416,EMP00594,EMP00666,slack,2024-05-05,,-0.3080730312776523
INT00000417,EMP00098,EMP00827,email,2024-12-23,5.219177567433344,0.217603281209727
INT00000418,EMP00602,EMP00452,jira_comment,2024-08-18,,0.7642457847375733
INT00000419,EMP00738,EMP00693,slack,2024-07-14,,-0.32143746428309816
INT00000420,EMP00147,EMP00353,slack,2024-01-06,,0.45663523430616215
INT00000421,EMP00513,EMP00510,jira_comment,2024-04-16,,0.09694116531248617
INT00000422,EMP00475,EMP00988,slack,2024-04-07,,-0.0980900348065967
INT00000423,EMP00548,EMP00399,slack,2024-12-26,,0.13897895624982215
INT00000424,EMP00972,EMP00982,slack,2024-11-09,,0.26954601364293085
INT00000425,EMP00414,EMP00469,slack,2024-11-28,,-0.04804046274616272
INT00000426,EMP00977,EMP00944,slack,2024-01-12,,0.32105095927601535
INT00000427,EMP00715,EMP00732,slack,2024-05-16,,0.3767919168363558
INT00000428,EMP00264,EMP00285,slack,2024-09-18,,-0.31374477540457635
INT00000429,EMP00102,EMP00171,email,2024-01-16,2.008785554381676,0.3300601879987182
INT00000430,EMP00901,EMP00899,email,2024-02-15,8.035804078708633,0.11613562938469613
INT00000431,EMP00297,EMP00823,slack,2024-02-25,,-0.2278685723296248
INT00000432,EMP00711,EMP00460,email,2024-05-04,2.5987790563512703,0.007293290441125144
INT00000433,EMP00782,EMP00796,email,2024-01-27,0.8456388442497846,-0.0026458672196141425
INT00000434,EMP00928,EMP00913,email,2024-03-28,0.12466686602129678,-0.07209378309593384
INT00000435,EMP00273,EMP00277,slack,2024-12-23,,-0.17453739784385033
INT00000436,EMP00340,EMP00308,email,2024-01-10,6.345232473377224,0.4067221676081416
INT00000437,EMP00352,EMP00480,slack,2024-12-06,,0.24034593487289713
INT00000438,EMP00315,EMP00755,meeting,2024-11-04,,0.3456291851042326
INT00000439,EMP00122,EMP00814,email,2024-01-25,0.9830659821068541,0.563047856804366
INT00000440,EMP00930,EMP00034,slack,2024-02-04,,0.33156228771094853
INT00000441,EMP00669,EMP00794,slack,2024-07-08,,-0.13944600732645016
INT00000442,EMP00857,EMP00859,email,2024-05-31,0.6931535898297774,0.15957358620445505
INT00000443,EMP00972,EMP00958,meeting,2024-03-08,,0.16452944074571083
INT00000444,EMP00271,EMP00321,slack,2024-04-29,,-0.14273779548231194
INT00000445,EMP00468,EMP00379,email,2024-10-06,4.993820664300496,0.22668670573760785
INT00000446,EMP00352,EMP00971,jira_comment,2024-04-03,,-0.013411787519442997
INT00000447,EMP00497,EMP00970,email,2024-12-04,0.36335824461311417,0.19572845020707225
INT00000448,EMP00527,EMP00509,jira_comment,2024-04-06,,0.9111955321838159
INT00000449,EMP00354,EMP00630,email,2024-05-02,6.315991783208546,-0.009313187867972542
INT00000450,EMP00598,EMP00621,slack,2024-04-04,,-0.15402322786520603
INT00000451,EMP00400,EMP00947,email,2024-04-05,5.302427291287037,0.30324545262741814
INT00000452,EMP00324,EMP00298,email,2024-02-27,3.762954382443754,0.2900264623082047
INT00000453,EMP00771,EMP00778,email,2024-08-01,2.735640161642781,-0.08485252525235715
INT00000454,EMP00930,EMP00908,slack,2024-06-14,,-0.2649811145868215
INT00000455,EMP00552,EMP00587,slack,2024-08-11,,0.28090205602800294
INT00000456,EMP00068,EMP00021,slack,2024-05-03,,-0.4587454257874385
INT00000457,EMP00800,EMP00954,meeting,2024-06-27,,-0.04052770936983732
INT00000458,EMP00137,EMP00175,email,2024-07-15,1.2257810495477368,-0.19974346739930368
INT00000459,EMP00544,EMP00506,email,2024-09-11,2.516149151768752,0.03545525026866132
INT00000460,EMP00262,EMP00316,meeting,2024-07-13,,0.12724000708301433
INT00000461,EMP00290,EMP00621,slack,2024-02-14,,0.23129670206029188
INT00000462,EMP00910,EMP00911,slack,2024-06-05,,0.39387560234679186
INT00000463,EMP00801,EMP00818,slack,2024-01-12,,0.10338330898559804
INT00000464,EMP00127,EMP00017,meeting,2024-09-21,,0.12780383380870114
INT00000465,EMP00927,EMP00570,meeting,2024-07-10,,0.1702895081130693
INT00000466,EMP00870,EMP00910,meeting,2024-03-19,,0.18318685936325405
INT00000467,EMP00489,EMP00403,email,2024-09-14,0.6172802549542166,-0.21318322144059262
INT00000468,EMP00704,EMP00669,email,2024-10-05,2.561162380608242,0.4688127152950313
INT00000469,EMP00165,EMP00141,email,2024-08-09,0.13490470447559053,-0.37465010483807537
INT00000470,EMP00300,EMP00333,slack,2024-01-02,,-0.2109745924608971
INT00000471,EMP00314,EMP00321,slack,2024-11-14,,-0.25473517166193116
INT00000472,EMP00437,EMP00424,slack,2024-06-06,,0.2652773142680621
INT00000473,EMP00618,EMP00690,slack,2024-01-02,,0.24328321892703114
INT00000474,EMP00181,EMP00055,meeting,2024-03-04,,-0.4539011033361441
INT00000475,EMP00616,EMP00683,email,2024-01-10,0.10940080228388366,0.13806009288875276
INT00000476,EMP00404,EMP00282,email,2024-03-17,1.50019650360712,-0.49524296693869874
INT00000477,EMP00833,EMP00826,meeting,2024-04-22,,0.23756774086365065
INT00000478,EMP00139,EMP00042,slack,2024-11-12,,0.3913019007877564
INT00000479,EMP00654,EMP00597,email,2024-07-07,2.677457348066179,0.4494833335564383
INT00000480,EMP00728,EMP00750,meeting,2024-11-10,,-0.05222017292012757
INT00000481,EMP00301,EMP00262,meeting,2024-09-25,,-0.030409842116940228
INT00000482,EMP00235,EMP00217,slack,2024-10-17,,0.10401274381475878
INT00000483,EMP00890,EMP00930,meeting,2024-12-10,,0.5106353895710688
INT00000484,EMP00052,EMP00290,slack,2024-08-30,,0.013514362561804369
INT00000485,EMP00828,EMP00814,slack,2024-04-06,,0.47733368526083286
INT00000486,EMP00463,EMP00455,slack,2024-04-01,,0.2550108455945399
INT00000487,EMP00807,EMP00850,email,2024-06-13,13.65830923760389,-0.3657522419900163
INT00000488,EMP00694,EMP00725,email,2024-01-04,8.468631220179983,0.9302307676096779
INT00000489,EMP00270,EMP00042,email,2024-11-06,3.9181548969674576,-0.5164283923025881
INT00000490,EMP00593,EMP00622,jira_comment,2024-08-05,,0.047090214853200904
INT00000491,EMP00397,EMP00369,slack,2024-08-11,,0.28648039393629143
INT00000492,EMP00597,EMP00422,meeting,2024-11-21,,-0.5559325936251702
INT00000493,EMP00527,EMP00523,email,2024-07-13,5.718352361763164,-0.19940707798816334
INT00000494,EMP00932,EMP00945,slack,2024-07-15,,0.5440297611141748
INT00000495,EMP00390,EMP00376,email,2024-11-06,0.34084809633931024,0.02846909470590922
INT00000496,EMP00932,EMP00780,jira_comment,2024-02-05,,-0.6317748915717847
INT00000497,EMP00107,EMP00014,slack,2024-04-05,,0.01788880125466953
INT00000498,EMP00758,EMP00883,email,2024-08-01,2.9175699300404463,-0.08422543260331045
INT00000499,EMP00060,EMP00118,slack,2024-09-02,,-0.48825367954085974
INT00000500,EMP00757,EMP00751,slack,2024-03-14,,-0.16623914742264792
INT00000501,EMP00839,EMP00826,slack,2024-11-06,,0.2766109834645452
INT00000502,EMP00583,EMP00575,slack,2024-09-19,,-0.10926716197889241
INT00000503,EMP00799,EMP00831,slack,2024-10-10,,0.1872199533600467
INT00000504,EMP00102,EMP00196,slack,2024-11-14,,-0.1703102087764856
INT00000505,EMP00399,EMP00430,slack,2024-11-24,,0.5070289472391889
INT00000506,EMP00828,EMP00804,slack,2024-05-03,,-0.598129939083593
INT00000507,EMP00036,EMP00145,slack,2024-04-30,,0.1302810375205464
INT00000508,EMP00051,EMP00032,jira_comment,2024-05-16,,0.0949489828799722
INT00000509,EMP00986,EMP00947,email,2024-01-14,1.7190770629400767,0.027214285779917732
INT00000510,EMP00816,EMP00528,slack,2024-02-10,,-0.19493057829748253
INT00000511,EMP00188,EMP00081,jira_comment,2024-12-06,,0.27135221988731417
INT00000512,EMP00884,EMP00906,meeting,2024-03-18,,0.881087889625123
INT00000513,EMP00198,EMP00007,jira_comment,2024-06-30,,-0.06052614601301359
INT00000514,EMP00830,EMP00828,jira_comment,2024-12-09,,-0.02316019640450445
INT00000515,EMP00781,EMP00832,slack,2024-11-14,,-0.47497924025546323
INT00000516,EMP00120,EMP00064,email,2024-11-01,1.3184991447503887,-0.11082648794636121
INT00000517,EMP00995,EMP00945,slack,2024-10-21,,0.10483882458280117
INT00000518,EMP00369,EMP00520,jira_comment,2024-02-25,,0.27525072200568707
INT00000519,EMP00948,EMP00989,slack,2024-08-13,,0.3286447725876058
INT00000520,EMP00640,EMP00594,slack,2024-12-15,,0.16523212459097839
INT00000521,EMP00144,EMP00076,slack,2024-04-25,,0.35438762303911
INT00000522,EMP00508,EMP00540,slack,2024-04-01,,0.09932492664875278
INT00000523,EMP00047,EMP00195,email,2024-12-08,1.2677091963565572,0.7631922632179718
INT00000524,EMP00294,EMP00321,email,2024-12-12,1.4461885046488343,0.26592303610757345
INT00000525,EMP00239,EMP00216,email,2024-10-24,9.0951929944122,0.5565101358210877
INT00000526,EMP00618,EMP00659,slack,2024-08-08,,-0.08043824346770176
INT00000527,EMP00727,EMP00696,jira_comment,2024-05-17,,-0.07595469527598928
INT00000528,EMP00016,EMP00581,slack,2024-10-28,,-0.4134419479191377
INT00000529,EMP00262,EMP00721,email,2024-02-20,0.22963678592925701,-0.44014360752025417
INT00000530,EMP00927,EMP00910,email,2024-03-12,3.816520461418596,0.4247055789375206
INT00000531,EMP00205,EMP00211,slack,2024-11-07,,0.1436544416006786
INT00000532,EMP00768,EMP00777,email,2024-02-15,25.357492050553496,-0.3865775380490628
INT00000533,EMP00371,EMP00496,jira_comment,2024-06-08,,0.0038378864987356626
INT00000534,EMP00412,EMP00447,email,2024-10-02,3.0694462030396243,0.7061919096327496
INT00000535,EMP00804,EMP00799,slack,2024-04-20,,-0.030088245546256304
INT00000536,EMP00887,EMP00882,email,2024-10-09,3.1560009885799927,0.3518704272322756
INT00000537,EMP00377,EMP00882,jira_comment,2024-05-08,,0.49844698626873907
INT00000538,EMP00878,EMP00902,slack,2024-12-06,,0.16040345596447658
INT00000539,EMP00715,EMP00725,email,2024-09-01,0.07012034014448247,0.5420239244325269
INT00000540,EMP00242,EMP00571,slack,2024-08-18,,-0.14474799439532976
INT00000541,EMP00242,EMP00228,meeting,2024-05-17,,0.39039964136615934
INT00000542,EMP00199,EMP00994,meeting,2024-07-28,,0.3983051404372955
INT00000543,EMP00829,EMP00892,meeting,2024-01-02,,-0.1499787774611739
INT00000544,EMP00665,EMP00160,meeting,2024-06-02,,-0.38245574336346244
INT00000545,EMP00068,EMP00563,slack,2024-05-29,,0.4114869786951457
INT00000546,EMP00566,EMP00563,slack,2024-11-02,,0.161412005806159
INT00000547,EMP00566,EMP00560,meeting,2024-05-22,,0.34815183988636667
INT00000548,EMP00896,EMP00887,slack,2024-06-19,,-0.0808934937701011
INT00000549,EMP00286,EMP00293,slack,2024-03-23,,0.3791133572868677
INT00000550,EMP00501,EMP00714,email,2024-09-29,4.805679268858454,0.5612072655693406
INT00000551,EMP00274,EMP00273,email,2024-10-13,2.967040541468105,-0.14503795378107678
INT00000552,EMP00740,EMP00719,jira_comment,2024-07-05,,0.08329448420500171
INT00000553,EMP00061,EMP00901,meeting,2024-03-06,,0.46222750849336025
INT00000554,EMP00166,EMP00189,meeting,2024-05-23,,-0.07555653467810344
INT00000555,EMP00674,EMP00643,meeting,2024-07-23,,0.5341176088093306
INT00000556,EMP00710,EMP00293,email,2024-03-24,3.10517901426823,0.8178030169054724
INT00000557,EMP00074,EMP00050,email,2024-01-11,0.6024765843241979,0.09378809076812987
INT00000558,EMP00861,EMP00376,slack,2024-01-05,,0.04601797363500818
INT00000559,EMP00923,EMP00916,email,2024-06-05,4.377532501610678,-0.026768294839623896
INT00000560,EMP00168,EMP00032,meeting,2024-05-23,,0.0940294987280244
INT00000561,EMP00708,EMP00709,email,2024-07-20,5.028416977478991,0.028114853369605924
INT00000562,EMP00273,EMP00282,slack,2024-09-14,,-0.43202436164290425
INT00000563,EMP00302,EMP00328,meeting,2024-11-10,,-0.10703466234558379
INT00000564,EMP00361,EMP00457,slack,2024-03-09,,0.028068696131922477
INT00000565,EMP00946,EMP00210,meeting,2024-02-09,,0.08100404208671202
INT00000566,EMP00081,EMP00925,slack,2024-11-13,,0.24858188382057939
INT00000567,EMP00568,EMP00572,jira_comment,2024-08-11,,-0.23361327630776033
INT00000568,EMP00101,EMP00119,slack,2024-12-10,,0.04713608231140725
INT00000569,EMP00056,EMP00873,email,2024-04-19,7.551215161804031,0.31195975386934827
INT00000570,EMP00800,EMP00555,slack,2024-05-09,,0.12026664522424735
INT00000571,EMP00102,EMP00052,email,2024-10-14,2.9426241218857334,0.4869789095854723
INT00000572,EMP00104,EMP00153,slack,2024-09-09,,-0.011213115341931479
INT00000573,EMP00579,EMP00588,meeting,2024-09-15,,-0.2508830007436482
INT00000574,EMP00076,EMP00847,slack,2024-11-05,,0.09230828189569774
INT00000575,EMP00851,EMP00808,meeting,2024-05-02,,0.5176212762922765
INT00000576,EMP00999,EMP00962,email,2024-08-05,2.4162265694533396,0.40585327529938886
INT00000577,EMP00572,EMP00580,email,2024-01-08,0.16885514849453456,-0.018091241389113277
INT00000578,EMP00045,EMP00105,slack,2024-04-13,,-0.25927648671024717
INT00000579,EMP00109,EMP00185,slack,2024-08-10,,-0.10833957257760587
INT00000580,EMP00055,EMP00944,slack,2024-09-26,,-0.06260117105779131
INT00000581,EMP00831,EMP00748,email,2024-11-10,1.9166788979055054,0.3903176160338421
INT00000582,EMP00452,EMP00393,slack,2024-08-22,,-0.02826930937763744
INT00000583,EMP00523,EMP00512,meeting,2024-05-18,,-0.2032606753568952
INT00000584,EMP00433,EMP00455,slack,2024-03-17,,0.4197932889229403
INT00000585,EMP00588,EMP00062,slack,2024-08-15,,-0.07300954667825066
INT00000586,EMP00381,EMP00500,meeting,2024-04-27,,-0.13573888081483193
INT00000587,EMP00464,EMP00439,slack,2024-01-03,,0.26809875346967704
INT00000588,EMP00458,EMP00372,email,2024-04-25,6.197107205551286,0.39094134621752363
INT00000589,EMP00843,EMP00813,jira_comment,2024-03-22,,0.6178397124008529
INT00000590,EMP00037,EMP00004,email,2024-01-08,1.72950340630774,-0.09029929805766365
INT00000591,EMP00120,EMP00055,slack,2024-07-15,,-0.06057666998917349
INT00000592,EMP00001,EMP00064,email,2024-07-19,4.402409265531564,-0.3622203488792245
INT00000593,EMP00410,EMP00021,email,2024-09-15,2.163735223140258,0.652645197570479
INT00000594,EMP00127,EMP00130,jira_comment,2024-08-10,,-0.17456771634599713
INT00000595,EMP00392,EMP00487,slack,2024-07-24,,0.06773987672018081
INT00000596,EMP00421,EMP00262,jira_comment,2024-02-24,,0.12261986294381869
INT00000597,EMP00667,EMP00584,email,2024-05-28,1.6139721810604695,-0.2135788344195422
