employee_id,department,job_level,tenure_years,monthly_salary,engagement_score,age,gender,education,salary_vs_dept_avg,latest_rating,avg_rating,rating_trend,avg_sentiment,pct_negative_review,absent_rate,avg_hours_worked,no_show_count,absence_worsening,influence_score,in_degree_weighted_norm,betweenness_norm,network_role,is_isolated,avg_completion_rate,n_trainings_completed,avg_assessment_score
EMP00106,Engineering,2,1.96,15624030,2.4,22,P,S2,0.8048362552746123,3,2.5,0.9999999999999994,0.26115,0.0,0.019083969465648856,7.879770992366412,0,0.03006993006993007,0.0092,0.0,0.0,Information Broker,1,0.8,1,84.8
EMP00107,Engineering,3,3.94,15981065,2.4,29,L,S1,0.8232280986339742,2,2.5,-1.0000000000000007,0.28315,0.0,0.003816793893129771,7.9526717557251905,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.845,1,81.7
EMP00108,Engineering,1,2.41,12681190,3.8,49,L,S1,0.6532425675082459,3,3.5,-0.9999999999999998,-0.11315,0.5,0.05725190839694656,7.162213740458015,1,-0.031235431235431238,0.0092,0.0,0.0,Information Broker,1,0.96,1,68.4
EMP00109,Engineering,2,1.19,21070181,4.1,49,P,S1,1.0853822972689047,5,5.0,-1.0721261933235726e-15,0.50525,0.0,0.019083969465648856,7.511068702290077,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.73,1,85.1
EMP00110,Engineering,1,1.56,11348378,3.6,39,P,S1,0.5845857984758602,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.03435114503816794,7.738167938931298,0,-0.00046620046620046707,0.0718,0.2608695652173913,0.0,Central Connector,1,0.9033333333333333,3,58.43333333333334
EMP00111,Engineering,1,5.92,15025787,3.0,45,P,S3,0.7740191321722981,4,3.5,0.9999999999999996,-0.2143,1.0,0.003816793893129771,8.037404580152673,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.7766666666666667,1,82.66666666666667
EMP00112,Engineering,1,1.51,17052607,3.9,32,L,S1,0.8784261397699339,3,3.5,-0.9999999999999998,-0.2143,1.0,0.003816793893129771,7.984351145038168,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8674999999999999,3,76.725
EMP00113,Engineering,3,4.51,23680076,2.1,31,L,S1,1.2198250830584823,3,3.0,-3.14018491736755e-16,0.10600000000000001,0.5,0.022900763358778626,7.369465648854962,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.73,0,82.0
EMP00114,Engineering,4,5.64,32186563,3.4,43,L,S1,1.658017351162305,4,3.5,0.9999999999999996,-0.2023,1.0,0.030534351145038167,7.714885496183206,1,-0.061771561771561775,0.0092,0.0,0.0,Information Broker,1,0.9,2,58.55
EMP00115,Engineering,2,4.7,18920606,2.4,42,L,S3,0.9746518459428433,3,3.0,-3.14018491736755e-16,-0.10730000000000003,0.5,0.04198473282442748,7.243511450381679,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.78,1,59.95
EMP00116,Engineering,2,4.2,19462934,3.4,39,P,S1,1.0025886354043694,3,3.5,-0.9999999999999998,-0.10115,0.5,0.011450381679389313,7.897328244274809,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.8275,2,80.82499999999999
EMP00117,Engineering,1,4.97,16195500,3.6,23,L,S1,0.8342742283712962,4,4.0,-3.14018491736755e-16,-0.2263,1.0,0.030534351145038167,7.7538167938931295,1,0.060372960372960374,0.0092,0.0,0.0,Information Broker,1,0.8119999999999999,3,67.16
EMP00118,Engineering,3,1.92,22631716,2.9,28,L,S1,1.1658212097569274,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.019083969465648856,7.808778625954199,0,0.03006993006993007,0.0092,0.0,0.0,Information Broker,1,0.7025,0,74.1
EMP00119,Engineering,3,3.95,22058124,2.5,43,L,D3,1.1362739266721231,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.03435114503816794,7.748473282442748,2,0.029836829836829837,0.0092,0.0,0.0,Central Connector,1,0.8833333333333333,2,71.13333333333334
EMP00120,Engineering,2,1.27,17384866,3.1,45,L,S1,0.8955417040220051,3,3.5,-0.9999999999999998,-0.2023,1.0,0.007633587786259542,7.876335877862595,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.7849999999999999,1,70.55
EMP00121,Engineering,1,3.61,13955365,4.4,26,P,S1,0.7188787852807752,4,4.5,-1.0000000000000007,0.3818,0.0,0.011450381679389313,7.922137404580153,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.742,2,73.92
EMP00122,Engineering,1,2.93,15065640,3.5,36,P,S1,0.7760720685326007,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.015267175572519083,7.817557251908396,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.73,3,64.1
EMP00123,Engineering,4,3.96,22164654,3.1,45,P,D3,1.1417615765469893,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.0,7.941221374045801,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.8300000000000001,2,49.275
EMP00124,Engineering,4,1.1,24960014,4.8,28,P,S2,1.2857581686262698,5,5.0,-1.0721261933235726e-15,0.33525,0.0,0.015267175572519083,7.909541984732825,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8666666666666667,2,81.0
EMP00125,Engineering,2,4.47,30205432,3.9,33,P,S2,1.5559639081486623,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.022900763358778626,7.802671755725191,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.71,1,67.22
EMP00126,Engineering,3,3.8,22605158,3.6,36,L,S1,1.1644531349857203,3,3.5,-0.9999999999999998,0.04684999999999999,0.5,0.022900763358778626,7.486259541984733,2,0.03006993006993007,0.0092,0.0,0.0,Information Broker,1,0.8400000000000001,4,84.03999999999999
EMP00127,Engineering,3,1.33,19418231,2.5,32,P,S1,1.0002858623605684,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.019083969465648856,7.852671755725191,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.91,2,68.0
EMP00128,Engineering,1,3.66,14111762,3.0,28,L,S1,0.7269352198764706,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.015267175572519083,7.801908396946565,0,0.045454545454545456,0.0431,0.1304347826086956,0.0,Information Broker,1,0.8160000000000001,3,74.24
EMP00129,Engineering,2,1.56,14117311,2.1,50,L,S2,0.727221063950024,1,1.5,-1.0,-0.128,1.0,0.022900763358778626,7.424809160305343,1,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.7875,2,74.2
EMP00130,Engineering,2,2.71,21613998,2.7,48,L,S1,1.113395789167901,4,3.5,0.9999999999999996,-0.11315,0.5,0.022900763358778626,7.780152671755726,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.88,1,90.4
EMP00131,Engineering,1,6.16,10306710,2.0,31,L,S1,0.5309266482848151,3,2.0,1.9999999999999996,-0.10730000000000003,0.5,0.0,7.986641221374046,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.865,2,65.7
EMP00132,Engineering,2,1.52,21946215,3.0,29,L,S1,1.1305091898858057,3,3.5,-0.9999999999999998,-0.46715,1.0,0.03435114503816794,7.732824427480916,1,0.014685314685314685,0.0431,0.1304347826086956,0.0,Information Broker,1,0.8375,3,76.4
EMP00133,Engineering,2,5.59,18339870,4.4,34,L,S2,0.9447365559988814,4,4.5,-1.0000000000000007,0.52615,0.0,0.015267175572519083,7.849236641221374,0,-0.046153846153846156,0.0431,0.1304347826086956,0.0,Information Broker,1,0.646,2,76.3
EMP00134,Engineering,2,5.0,15954756,2.8,25,L,S1,0.8218728505296106,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.780152671755726,1,-0.0006993006993007006,0.0092,0.0,0.0,Information Broker,1,0.935,2,74.9
EMP00135,Engineering,3,5.82,27909316,3.6,43,L,S1,1.4376847315779488,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.022900763358778626,7.860305343511451,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.84,2,90.46666666666665
EMP00136,Engineering,2,1.28,17209754,3.4,50,L,S1,0.8865212089043147,4,3.5,0.9999999999999996,-0.10115,0.5,0.007633587786259542,7.925572519083969,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.61,0,48.4
EMP00137,Engineering,2,5.53,18766929,3.6,35,P,S1,0.9667355259407799,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.030534351145038167,7.770610687022901,0,-0.015617715617715619,0.077,0.2608695652173913,0.0,Central Connector,1,0.75,1,78.23333333333333
EMP00138,Engineering,1,3.09,14803574,4.1,38,P,S1,0.7625723365124499,5,4.5,0.9999999999999991,0.27125,0.5,0.05343511450381679,7.302671755725191,1,-0.046153846153846156,0.0092,0.0,0.0,Information Broker,1,0.8266666666666667,2,81.03333333333335
EMP00139,Engineering,3,6.02,23498090,2.9,40,P,S2,1.2104504895155612,4,3.5,0.9999999999999996,0.148,0.0,0.019083969465648856,7.632061068702289,0,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.9066666666666666,3,64.89999999999999
EMP00140,Engineering,1,5.49,16051711,3.6,44,L,S1,0.8268672661272605,4,3.5,0.9999999999999996,-0.2143,1.0,0.022900763358778626,7.836259541984733,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.7250000000000001,0,75.3
EMP00141,Engineering,5,1.39,29991361,3.8,45,P,S1,1.5449365290407822,4,3.5,0.9999999999999996,0.10600000000000001,0.5,0.05343511450381679,7.240839694656488,0,-0.0011655011655011677,0.0092,0.0,0.0,Information Broker,1,0.8525,3,83.0
EMP00142,Engineering,2,2.63,15279048,3.3,41,L,S1,0.787065294708283,3,3.0,-3.14018491736755e-16,0.04684999999999999,0.5,0.04580152671755725,7.25763358778626,0,0.04498834498834499,0.0092,0.0,0.0,Information Broker,1,0.97,1,72.2
EMP00143,Engineering,2,3.42,19388150,3.9,26,P,S1,0.9987363082829765,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.003816793893129771,7.95381679389313,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.7533333333333333,1,87.36666666666667
EMP00144,Engineering,1,2.71,16032567,3.8,41,L,S1,0.8258811066491376,4,3.5,0.9999999999999996,-0.10115,0.5,0.011450381679389313,7.894274809160306,0,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.78,0,86.9
EMP00145,Engineering,3,6.4,18226470,3.4,47,P,S1,0.9388950137496576,3,3.5,-0.9999999999999998,-0.2143,1.0,0.0,8.01526717557252,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.8566666666666668,2,82.13333333333334
EMP00146,Engineering,3,5.13,28089799,4.5,41,L,S1,1.4469819015053447,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.030534351145038167,7.7145038167938935,1,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.845,2,87.25
EMP00147,Engineering,2,1.89,19121404,4.1,43,L,S1,0.9849954967414293,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.019083969465648856,7.841221374045801,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.8733333333333334,2,79.3
EMP00148,Engineering,2,3.58,19731675,3.9,35,P,D3,1.0164322148188198,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.015267175572519083,7.830534351145038,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.635,0,73.75
EMP00149,Engineering,4,5.87,24350546,2.1,31,P,S1,1.2543628152616315,2,2.0,-1.570092458683775e-16,0.318,0.0,0.030534351145038167,7.442748091603053,0,-0.04638694638694639,0.0092,0.0,0.0,Information Broker,1,0.75,1,76.3
EMP00150,Engineering,2,5.78,20576487,3.5,30,L,S1,1.059950777346609,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.030534351145038167,7.764503816793893,1,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.815,3,69.55
EMP00151,Engineering,2,4.02,13519894,3.4,43,L,S2,0.6964464903529819,4,3.5,0.9999999999999996,-0.2143,1.0,0.0,7.946183206106871,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.95,1,57.4
EMP00152,Engineering,1,3.88,16132314,3.0,33,P,S1,0.8310193457561335,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.011450381679389313,7.867175572519083,0,0.014918414918414918,0.0431,0.1304347826086956,0.0,Information Broker,1,0.9025,4,83.45
EMP00153,Engineering,3,2.03,19497700,4.2,50,P,S1,1.004379526566949,5,5.0,-1.0721261933235726e-15,0.6705,0.0,0.0,8.003435114503818,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.8220000000000001,4,70.76
EMP00154,Engineering,1,5.45,16271894,2.6,29,P,S2,0.838209490969067,4,3.5,0.9999999999999996,-0.2263,1.0,0.007633587786259542,7.906488549618321,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.8166666666666668,2,64.23333333333333
EMP00155,Engineering,5,2.34,24400412,4.5,44,L,S1,1.2569315484697425,5,4.5,0.9999999999999991,0.52615,0.0,0.03435114503816794,7.713358778625954,0,0.07552447552447553,0.0092,0.0,0.0,Information Broker,1,0.825,3,78.3
EMP00156,Engineering,2,3.57,23319764,3.1,39,L,D3,1.2012644325214246,4,3.5,0.9999999999999996,-0.11315,0.5,0.015267175572519083,7.912977099236641,0,0.015151515151515152,0.0431,0.1304347826086956,0.0,Information Broker,1,0.66,1,83.86666666666666
EMP00157,Engineering,3,1.29,27946282,3.4,32,L,S1,1.439588950720672,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.030534351145038167,7.741984732824428,0,-0.0006993006993007006,0.0092,0.0,0.0,Information Broker,1,0.75,2,76.625
EMP00158,Engineering,1,3.51,15519046,4.4,51,P,S3,0.7994282440621562,5,4.5,0.9999999999999991,0.0,0.0,0.003816793893129771,7.951526717557253,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.7866666666666666,2,78.33333333333333
EMP00159,Engineering,2,4.49,20007014,3.4,24,P,S1,1.0306156751482647,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.007633587786259542,7.972137404580152,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.9366666666666666,3,78.53333333333335
EMP00160,Engineering,3,4.91,21585251,2.9,46,P,S1,1.111914953056451,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.026717557251908396,7.799618320610687,0,-0.031235431235431238,0.0092,0.0,0.0,Information Broker,1,0.93,1,61.4
EMP00161,Engineering,3,1.09,28513941,3.8,51,L,S1,1.4688306088481162,4,3.5,0.9999999999999996,-0.2143,1.0,0.022900763358778626,7.786641221374046,0,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.69,0,52.7
EMP00162,Engineering,3,2.04,24324021,2.7,34,P,S2,1.2529964404101266,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.007633587786259542,7.954961832061068,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.845,2,77.05
EMP00163,Engineering,3,6.13,28124049,3.0,34,P,S1,1.4487462121053085,4,3.5,0.9999999999999996,-0.11315,0.5,0.03435114503816794,7.729770992366412,1,-0.0006993006993007006,0.0092,0.0,0.0,Information Broker,1,0.8200000000000001,3,69.025
EMP00164,Engineering,3,4.15,21313160,3.6,48,L,D3,1.0978988060358728,3,3.5,-0.9999999999999998,-0.2143,1.0,0.0648854961832061,7.139694656488549,2,0.13613053613053613,0.0092,0.0,0.0,Information Broker,1,0.7525,1,75.07499999999999
EMP00165,Engineering,2,1.55,18239095,3.3,35,L,S1,0.9395453618175276,4,4.0,-3.14018491736755e-16,0.0,0.0,0.003816793893129771,7.940839694656488,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.7825,2,74.525
EMP00166,Engineering,1,1.43,14419611,3.0,47,L,S1,0.7427933586761295,3,3.0,-3.14018491736755e-16,0.318,0.0,0.05343511450381679,7.350381679389312,2,0.04498834498834499,0.0092,0.0,0.0,Information Broker,1,0.785,2,83.0
EMP00167,Engineering,2,4.25,18501915,3.4,29,L,S1,0.9530839344272366,4,3.5,0.9999999999999996,-0.2023,1.0,0.003816793893129771,7.943893129770993,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.855,2,74.0
EMP00168,Engineering,2,4.45,20794934,3.7,28,L,S2,1.0712035761095386,3,3.5,-0.9999999999999998,-0.2143,1.0,0.07251908396946564,7.097328244274809,0,0.013986013986013984,0.0092,0.0,0.0,Information Broker,1,0.86,4,72.45
EMP00169,Engineering,3,1.41,23439253,3.1,33,L,S2,1.2074196357120552,4,3.5,0.9999999999999996,-0.11315,0.5,0.015267175572519083,7.83587786259542,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.8066666666666666,1,83.89999999999999
EMP00170,Engineering,1,6.22,12126553,2.3,51,L,S1,0.6246717079978159,1,1.0,-7.850462293418875e-17,-0.14245,0.5,0.003816793893129771,7.96145038167939,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.53,0,70.85
EMP00171,Engineering,1,1.11,21685933,4.8,38,L,S1,1.1171013565550079,4,4.5,-1.0000000000000007,0.52615,0.0,0.04580152671755725,7.253435114503817,0,-0.031002331002331004,0.0092,0.0,0.0,Information Broker,1,0.81,3,65.67500000000001
EMP00172,Engineering,2,3.09,16143475,3.4,36,L,S1,0.8315942792044896,4,3.5,0.9999999999999996,-0.10115,0.5,0.007633587786259542,7.9767175572519085,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.82,1,68.9
EMP00173,Engineering,3,5.15,18456967,3.9,30,L,D3,0.9507685407674649,4,3.5,0.9999999999999996,-0.2023,1.0,0.019083969465648856,7.7973282442748095,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.8175,2,58.175
EMP00174,Engineering,2,1.13,19806265,3.9,28,L,S1,1.0202745484728728,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.015267175572519083,7.83587786259542,1,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.82,2,84.7
EMP00175,Engineering,3,5.61,30071694,4.6,50,P,S1,1.5490747002357284,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.030534351145038167,7.725954198473283,0,0.029836829836829837,0.0092,0.0,0.0,Information Broker,1,0.88,1,66.9
EMP00176,Engineering,1,5.89,13945000,3.5,24,P,S1,0.7183448559561437,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.03435114503816794,7.42175572519084,0,0.06060606060606061,0.0092,0.0,0.0,Information Broker,1,0.69,0,65.69999999999999
EMP00177,Engineering,1,2.93,21121577,3.7,32,L,S2,1.088029844935934,3,3.5,-0.9999999999999998,0.0,0.0,0.003816793893129771,8.0,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.7966666666666667,2,84.3
EMP00178,Engineering,1,1.25,12198936,2.2,49,L,S2,0.6284003530826975,3,3.0,-3.14018491736755e-16,0.26115,0.0,0.011450381679389313,7.895801526717556,0,-0.015384615384615385,0.0379,0.1304347826086956,0.0,Information Broker,1,0.8699999999999999,4,67.76
EMP00179,Engineering,4,6.27,27919165,3.7,44,L,S1,1.4381920803399648,4,3.5,0.9999999999999996,-0.17715,1.0,0.019083969465648856,7.491603053435115,1,0.0,0.0092,0.0,0.0,Information Broker,1,0.7625,2,64.15
EMP00180,Engineering,3,3.61,24494374,3.1,50,L,S1,1.2617717865016789,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.015267175572519083,7.905343511450381,0,-0.00023310023310023353,0.0431,0.1304347826086956,0.0,Information Broker,1,0.714,1,81.03999999999999
EMP00181,Engineering,2,2.64,19692645,2.9,51,L,S1,1.0144216734256346,4,3.5,0.9999999999999996,0.0,0.0,0.022900763358778626,7.490839694656488,0,0.03006993006993007,0.0092,0.0,0.0,Information Broker,1,0.61,1,55.55
EMP00182,Engineering,4,6.38,22589208,4.3,25,L,S1,1.1636315071296788,5,4.5,0.9999999999999991,0.3818,0.0,0.03435114503816794,7.730152671755725,0,0.029836829836829837,0.0092,0.0,0.0,Information Broker,1,0.79,1,77.8
EMP00183,Engineering,1,3.12,14618904,2.4,49,L,S1,0.7530594828337536,2,2.0,-1.570092458683775e-16,-0.5106,1.0,0.026717557251908396,7.815267175572519,1,0.03006993006993007,0.0092,0.0,0.0,Information Broker,1,0.78,0,80.5
EMP00184,Engineering,1,2.65,13650518,4.0,41,L,S1,0.7031752876612942,4,4.5,-1.0000000000000007,0.52615,0.0,0.026717557251908396,7.761832061068702,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.87,2,87.6
EMP00185,Engineering,2,3.78,21127181,3.1,43,L,S2,1.0883185222089908,4,3.5,0.9999999999999996,-0.2263,1.0,0.03435114503816794,7.722519083969465,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.7033333333333335,2,70.83333333333333
EMP00186,Engineering,3,6.32,24595131,4.2,49,L,S2,1.2669620534541044,4,4.5,-1.0000000000000007,0.3818,0.0,0.007633587786259542,7.9133587786259545,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.91,1,98.4
EMP00187,Engineering,2,6.05,17136853,4.3,39,L,S1,0.8827658802313811,5,5.0,-1.0721261933235726e-15,0.3818,0.0,0.0,7.969847328244274,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.855,1,71.35
EMP00188,Engineering,1,1.89,16901899,3.5,47,L,S2,0.8706627610283464,4,3.5,0.9999999999999996,-0.11315,0.5,0.03435114503816794,7.727862595419848,1,-0.015850815850815853,0.0092,0.0,0.0,Information Broker,1,0.87,1,56.0
EMP00189,Engineering,3,6.41,23080111,2.9,33,L,S1,1.1889192550553467,3,3.5,-0.9999999999999998,-0.2263,1.0,0.011450381679389313,7.897328244274809,0,-0.046153846153846156,0.0092,0.0,0.0,Information Broker,1,0.8075,3,60.525
EMP00190,Engineering,1,2.38,13583253,2.7,50,P,S1,0.6997102846684013,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.022900763358778626,7.783969465648855,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.85,3,73.35
EMP00191,Engineering,3,1.71,25193690,3.3,25,P,S1,1.2977954545753847,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.022900763358778626,7.798091603053435,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.7375,2,81.675
EMP00192,Engineering,2,6.12,15708369,3.8,33,L,S1,0.8091807864188565,3,3.5,-0.9999999999999998,-0.2143,1.0,0.0,8.091603053435115,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.764,3,79.67999999999999
EMP00193,Engineering,2,5.02,19838022,2.3,48,L,S1,1.0219104378662467,2,2.0,-1.570092458683775e-16,-0.31930000000000003,1.0,0.0,7.948091603053435,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.97,1,83.9
EMP00194,Engineering,1,1.69,15523666,4.2,33,L,S1,0.7996662328204579,5,4.5,0.9999999999999991,0.52615,0.0,0.011450381679389313,7.891603053435114,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.766,3,72.24000000000001
EMP00195,Engineering,1,4.18,12766637,4.0,27,P,S2,0.657644174744308,5,4.5,0.9999999999999991,0.0,0.0,0.015267175572519083,7.832824427480915,0,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.7949999999999999,1,71.3
EMP00196,Engineering,3,2.4,33788724,3.4,24,L,D3,1.7405490193418356,4,3.5,0.9999999999999996,0.0,0.0,0.026717557251908396,7.880534351145037,0,0.014685314685314685,0.0431,0.1304347826086956,0.0,Information Broker,1,0.8300000000000001,2,81.725
EMP00197,Engineering,1,2.18,21211147,3.7,38,L,S2,1.0926438391093287,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.003816793893129771,7.959541984732825,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.7,0,92.7
EMP00198,Engineering,3,3.18,18536337,3.7,23,L,S1,0.9548571052147391,4,3.5,0.9999999999999996,-0.2143,1.0,0.030534351145038167,7.801526717557252,0,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.69,0,67.0
EMP00199,Engineering,2,1.45,18049163,3.2,49,P,S1,0.9297614482154147,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.04580152671755725,7.276717557251908,1,0.014219114219114218,0.0092,0.0,0.0,Information Broker,1,0.8066666666666666,1,84.53333333333335
EMP00200,Engineering,2,5.35,15833778,4.2,27,P,S2,0.8156409449015101,4,4.5,-1.0000000000000007,0.33525,0.0,0.015267175572519083,7.819083969465648,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.865,3,79.075
